id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url
694,DJI大疆授权体验店(晋城皇城万达),Retail Store,low,山西省晋城市城区白水东街万达广场L1-1059A/B,晋城市,山西省,China,CN,Asia,13233331803,623416592@qq.com,,35.478157,112.886768,
695,DJI大疆授权体验店(南宁青秀万达),Retail Store,low,广西南宁市青秀区东葛路延长线118号青秀万达广场1楼1005店铺,南宁市,广西壮族自治区,China,CN,Asia,"0771-4881345, 18154543978",1524564489@qq.com,,22.836793,108.375923,
696,DJI大疆授权体验店(昆明世纪金源购物中心),Retail Store,low,云南省昆明市官渡区金源大道1号B-1022、1023B号商铺,昆明市,云南省,China,CN,Asia,15368714212,1249500810@qq.com,,24.983597,102.768917,
697,DJI大疆专区SIS店(绍兴市笛扬路店),Retail Store,low,浙江绍兴市柯桥区笛扬路蓝天商业中心1幢1009室,绍兴市,浙江省,China,CN,Asia,15957503032,786949114@qq.com,,30.084848,120.485937,
698,DJI大疆授权体验店(佛山千灯湖环宇城),Retail Store,low,广东省佛山市南海区桂城街道桂澜中路18号中海环宇城一楼L125号大疆体验店,佛山市,广东省,China,CN,Asia,13380513539,,,23.045078,113.156794,
699,DJI大疆授权专卖店(常德欢乐城店),Retail Store,low,湖南省常德市武陵区和瑞欢乐城A馆1F1008A号,常德市,湖南省,China,CN,Asia,19310663888,984417000@qq.com,,29.071837,111.701502,
700,DJI大疆授权体验店(武汉武昌万象城),Retail Store,low,湖北省武汉市武昌区和平大道619号武昌万象城一楼L1018铺位,武汉市,湖北省,China,CN,Asia,"027-86611167,17786469361",licheng@mc2.cn,,30.590735,114.332437,
701,DJI大疆授权体验店(江门蓬江万达),Retail Store,low,广东省江门市蓬江区 江门万达广场15幢商业广场室内步行街1F层 1006号商铺,江门市,广东省,China,CN,Asia,"0750-3309960,18165657116",hailin.huang@changdji.com,,22.621111,114.411389,
702,DJI大疆授权体验店(黔南都匀万达),Retail Store,low,贵州省都匀市经济开发区斗篷路227号万达广场1楼1002,黔南布依族苗族自治州,贵州省,China,CN,Asia,0854-8249448,821195633@qq.com,,26.328614,107.521663,
703,DJI大疆授权体验店(张家口百盛购物广场),Retail Store,low,张家口市桥东区花园街滨河中路2号百盛购物广场一层AS-L1-18大疆,张家口市,河北省,China,CN,Asia,13293331713,13293331713@163.com,,40.817044,114.886388,
704,DJI大疆授权体验店(宁波北仑银泰),Retail Store,low,新碶中河路399号北仑银泰城01077-B铺位,宁波市,浙江省,China,CN,Asia,15167140749,906053072@qq.com,,29.895956,121.831144,
705,DJI大疆授权体验店(天津天河城),Retail Store,low,和平路263号1楼112铺,天津市,天津市,China,CN,Asia,15110263123,1308931819@qq.com,,39.13,117.21,
706,DJI大疆授权体验店(珠海金湾华发商都),Retail Store,low,珠海市金湾区三灶镇金河东路720号金湾华发商都A馆一层A1024b、A1025b号,珠海市,广东省,China,CN,Asia,0756-7266991,838292234@qq.com,,22.120125,113.367869,
707,DJI大疆授权体验店(南宁宜家荟聚),Retail Store,low,广西壮族自治区南宁市良庆区平乐大道12号宜家荟聚一楼A03,南宁市,广西壮族自治区,China,CN,Asia,0771-4293020,,,22.722619,108.383536,
708,DJI大疆授权体验店(长沙梅溪湖步步高),Retail Store,low,湖南省长沙市岳麓区枫林三路1F-G12-1-G11铺,长沙市,湖南省,China,CN,Asia,0731-88649438/13975877492,,,28.199415,112.862415,
709,DJI大疆专区SIS店(乌鲁木齐市解放北路通宝大厦店),Retail Store,low,天山区解放北路373号,乌鲁木齐市,新疆维吾尔自治区,China,CN,Asia,18167867210,,,43.798114,43.798114,
710,DJI大疆授权体验店(泰州金鹰),Retail Store,low,江苏省泰州市东进东路18号泰州金鹰1楼F2510,泰州市,江苏省,China,CN,Asia,13357781980,daishunjie@feishangkeji.cn,,32.499197,119.918119,
711,DJI大疆专区SIS店(西安百瑞未来广场店),Retail Store,low,陕西省西安市碑林区雁塔路中端百瑞未来城A1-20A,西安市,陕西省,China,CN,Asia,18629608828,13348579@qq.com,,34.23899,108.96958,
712,拉萨柳梧万达授权体验店,Retail Store,low,西藏自治区拉萨市柳梧新区柳梧万达广场一楼1022商铺（近二号门）,拉萨市,西藏自治区,China,CN,Asia,13298910080,,,29.563808,91.03095,
713,DJI大疆授权专卖店(烟台亚东柒号店),Retail Store,low,山东省烟台市烟台开发区松花江路7号亚东柒号工业博物馆东首1-1-01,烟台市,山东省,China,CN,Asia,"15564189995,19953561885",780783498@qq.com,,37.571958,121.281875,
714,DJI大疆授权体验店(柳州万象城),Retail Store,low,广西壮族自治区柳州市鱼峰区万象城L1层111商铺,柳州市,广西壮族自治区,China,CN,Asia,0772-5050115,,,24.322788,109.449014,
715,DJI大疆授权体验店(深圳福田星河COCO Park),Retail Store,low,深圳市福田区福华三路268号福田星河COCOPark北区负一楼B1S-080号商铺,深圳市,广东省,China,CN,Asia,0755-83792530/13316548901,,,22.5332,114.054448,
716,DJI大疆授权体验店(长沙星沙永旺),Retail Store,low,湖南省长沙市长沙县星沙街道开元东路308号长沙星沙永旺L1-113铺位,长沙市,湖南省,China,CN,Asia,"0731-89705058,19911369938",chenhuanwen@mc2.cn,,28.25,113.14,
717,DJI大疆专区专柜(北京摄影器材城店),Retail Store,low,北京市海淀区摄影器材城c通道c3,北京市,北京市,China,CN,Asia,15810126689,,,40.353935,116.163816,
718,DJI大疆授权体验店(鞍山万象汇),Retail Store,low,辽宁省鞍山市铁东区建国大道700号 鞍山万象汇L1层、L0109N,鞍山市,辽宁省,China,CN,Asia,15641286258,15641286258@163.com,,41.110432,122.986057,
719,DJI大疆专区专柜(上海漕溪北路百脑汇店),Retail Store,low,上海市徐汇区漕溪北路339号百脑汇1楼1B04B大疆专卖店,上海市,上海市,China,CN,Asia,18616898910,285872915@qq.com,,31.197001,121.444653,
720,DJI大疆专区SIS店(苏州劳动路店),Retail Store,low,苏州市姑苏区劳动路315号,苏州市,江苏省,China,CN,Asia,15951990112,2210217491@qq.com,,31.297012,120.60448,
721,DJI大疆授权体验店(洛阳泉舜),Retail Store,low,河南省洛阳市洛龙区牡丹大道166号泉舜购物中心一楼大疆,洛阳市,河南省,China,CN,Asia,13653877181,1446051801@qq.com,,34.619187,112.461047,
722,DJI大疆授权体验店(安庆弘阳),Retail Store,low,安庆市独秀大道与迎宾路交叉口弘阳广场 F1 1004 大疆店铺,安庆市,安徽省,China,CN,Asia,0556-5555040,aq_hygc_dji@xgngroup.cn,,30.544539,117.101125,
723,DJI大疆授权体验店(深圳笋岗万象食家),Retail Store,low,广东省深圳市罗湖区梅园路71号万象食家L3层KL326号,深圳市,广东省,China,CN,Asia,"0755-82491692,18124148809",,,22.559865,114.110598,
724,DJI大疆授权体验店(杭州金沙龙湖天街),Retail Store,low,杭州市钱塘区金沙大道560号龙湖金沙天街商场一楼1F-39号铺,杭州市,浙江省,China,CN,Asia,13336097978,tangshuai@mc2.cn,,30.316016,120.333761,
725,DJI大疆授权体验店(深圳龙岗大运天地),Retail Store,low,深圳市龙岗区龙翔大道3001号大运天地南L1 SL114,深圳市,广东省,China,CN,Asia,"0755-28260594,19129960836",529081228@qq.com,,22.697526,114.219146,
726,DJI大疆授权专卖店(阜阳清河宋街店),Retail Store,low,安徽省阜阳市颍州区淮河路清河宋街南区S19栋107/109,阜阳市,安徽省,China,CN,Asia,18055828783,2296712615@qq.con,,32.88056,115.8111,
727,DJI大疆授权专卖店(杭州临平IN PARK店),Retail Store,low,浙江省杭州市临平区inPARK C区1层1014-1,杭州市,浙江省,China,CN,Asia,"19957656660,18133687567",277794374@qq.com,,30.2333,120.1726,
728,DJI大疆授权体验店(深圳万象前海),Retail Store,low,广东省深圳市南山区桂湾四路169号万象前海B1层142号,深圳市,广东省,China,CN,Asia,0755-88986458/18926587534,,,22.532221,113.901442,
729,DJI大疆授权体验店(宁波万象城),Retail Store,low,浙江省宁波市江北区清河路265号宁波万象城L1层187铺位,宁波市,浙江省,China,CN,Asia,0574-8300 5835,,,29.898221,121.554,
730,DJI大疆授权体验店(北京龙湖亦庄天街),Retail Store,low,北京经济技术开发区兴海路1号院1号楼1F-46a,北京市,北京市,China,CN,Asia,15330262559,,,39.93429,116.598845,
731,DJI大疆授权体验店(宝鸡银泰城),Retail Store,low,陕西宝鸡市金台区金台大道66号宝鸡银泰城1F-32号,宝鸡市,陕西省,China,CN,Asia,17791105112,17791105112@189.com,,34.36,107.2,
732,DJI大疆授权体验店(重庆IFS国金中心),Retail Store,low,重庆市江北区庆云路1号IFS国金中心L118b号,重庆市,重庆市,China,CN,Asia,"023-67629136,19332287597",,,29.51868,106.518509,
733,DJI大疆专区SIS店(重庆市东原1891),Retail Store,low,重庆市南岸区南滨路83号东原1891D馆L1-8-9-10,重庆市,重庆市,China,CN,Asia,15823947569,1951395716@qq.com,,29.335,106.3512,
734,DJI大疆授权体验店(焦作万达),Retail Store,low,河南省焦作市解放区丰收路与民主路万达广场一层1002DJI大疆,焦作市,河南省,China,CN,Asia,15938171572,,,35.205418,113.238331,
735,DJI大疆授权专卖店(喀什市金座数码广场店),Retail Store,low,喀什市金座数码广场101号,喀什地区,新疆维吾尔自治区,China,CN,Asia,"13369899308,18806007053",,,39.466854,75.974536,
736,DJI大疆哈苏概念店(上海恒隆广场）,Retail Store,low,上海市静安区南京西路1266号上海恒隆广场商场403A号铺,上海市,上海市,China,CN,Asia,13166417812,,,31.234171,121.459846,
737,DJI大疆专区SIS店(石家庄市织音艺术园区店),Retail Store,low,河北省石家庄市长安区和平东路161号织音艺术园区7号楼西侧,石家庄市,河北省,China,CN,Asia,13933001068,,,38.044345,114.504681,
738,DJI大疆授权专卖店(保定市西大街店),Retail Store,low,河北省保定市莲池区西大街26号,保定市,河北省,China,CN,Asia,15614488188,804127729@qq.com,,38.866419,115.506509,
739,DJI大疆专区SIS店(遵义怡信电脑城店),Retail Store,low,遵义市汇川区香港路怡信电脑城一层E1号,遵义市,贵州省,China,CN,Asia,18984906090,,,27.710184,106.944525,
740,DJI大疆授权体验店(芜湖八佰伴),Retail Store,low,安徽省芜湖市镜湖区长江中路33号八佰伴F1层1007-B号,芜湖市,安徽省,China,CN,Asia,16655356090，0553-7510009,,,31.339843,118.366919,
741,DJI大疆专区SIS店(台州市广场南路店),Retail Store,low,浙江省台州市椒江区中海海天苑5号,台州市,浙江省,China,CN,Asia,13906597811,,,28.653151,121.416764,
742,DJI大疆授权体验店(武汉江宸龙湖天街),Retail Store,low,湖北省武汉市江汉区青年路518号江辰龙湖天街一层A-1F-23铺位,武汉市,湖北省,China,CN,Asia,027-83936680/15623609936,,,30.612026,114.258382,
743,DJI大疆授权专卖店(武汉电脑城店),Retail Store,low,湖北省武汉市洪山区珞喻路38号广埠屯赛博广场1楼,武汉市,湖北省,China,CN,Asia,13628612017,1422983478@qq.com,,30.531743,114.365458,
744,DJI大疆授权体验店(厦门湾悦城),Retail Store,low,福建省厦门市湖里区日圆二里1号厦门湾悦城一层L1-028A商铺,厦门市,福建省,China,CN,Asia,"0592-2092268,18059859064",,,24.518275,118.156987,
745,DJI大疆授权专卖店(西安东新科贸店),Retail Store,low,雁塔北路东新科贸B座1层101室,西安市,陕西省,China,CN,Asia,18691891121,,,34.237835,108.963525,
746,DJI大疆授权体验店(佛山金铂天地),Retail Store,low,广东省佛山市南海区建设大道33号金铂天地一楼162铺大疆体验店,佛山市,广东省,China,CN,Asia,13316087456,,,23.141909,113.199843,
747,DJI大疆哈苏概念店(成都IFS),Retail Store,low,四川省成都市锦江区红星路三段1号IFS国际金融中心LG128a,成都市,四川省,China,CN,Asia,18508322155,,,30.655328,104.08165,
748,DJI大疆授权体验店(北京东方新天地),Retail Store,low,北京市东城区东长安街1号东方广场东方新天地商场首层A201A&AA10号店铺,北京市,北京市,China,CN,Asia,13522153012,286316111@qq.com,,39.92,116.42,
749,DJI大疆专区SIS店(沧州市解放东路店),Retail Store,low,河北省沧州市运河区解放东路5-2号,沧州市,河北省,China,CN,Asia,0317-3588956,czwmjt@aliyun.com,,38.305991,116.856271,
750,DJI大疆授权体验店(延安吾悦),Retail Store,low,陕西省延安市宝塔区新城街道轩辕大道与子长路交汇处延安吾悦广场1010号,延安市,陕西省,China,CN,Asia,18091870287,18091870287@189.com,,36.641525,109.499317,
751,DJI大疆授权体验店(上海宝山万达),Retail Store,low,上海市宝山区一二八纪念路968号宝山万达广场 1F-1029A铺位,上海市,上海市,China,CN,Asia,"13262597697,021-56057662",,,31.32365,121.44626,
752,DJI大疆授权体验店(青岛金茂览秀城),Retail Store,low,山东省青岛市区宝源路1号青岛金茂览秀城L1-112A,青岛市,山东省,China,CN,Asia,19063988325,18211052021@163.com,,36.268904,120.317211,
753,DJI大疆授权体验店(青岛万象城),Retail Store,low,山东省青岛市市南区山东路10号万象城5楼506号,青岛市,山东省,China,CN,Asia,19953225981,,,36.067483,120.377828,
754,DJI大疆授权体验店(牡丹江万达),Retail Store,low,"牡丹江市西安区西新安街358号万达广场1层1011,1012A铺位",牡丹江市,黑龙江省,China,CN,Asia,18245171745,1320194616@qq.com,,44.569758,129.602495,
755,DJI大疆专区SIS店(新乡靖业公元国际店),Retail Store,low,河南省新乡市金穗大道与新二街交叉口北30米路DJI倚天旗舰店,新乡市,河南省,China,CN,Asia,17739190913,7305271@qq.com,,35.30289,113.92981,
756,DJI大疆授权体验店(新乡牧野万达),Retail Store,low,河南省新乡市牧野区宏力大道东19号新乡牧野万达广场1F-1051号,新乡市,河南省,China,CN,Asia,17564138184,luoshengnan@eway-net.com,,35.316464,113.905925,
757,DJI大疆授权专卖店(武汉广埠屯店),Retail Store,low,湖北省武汉市洪山区珞喻路312号附3,武汉市,湖北省,China,CN,Asia,13720219561,1196154139@qq.com,,30.528197,114.371019,
758,DJI大疆授权专卖店(镇江苏宁广场店),Retail Store,low,镇江市京口区解放路218号国际生活广场一楼北向临街店铺,镇江市,江苏省,China,CN,Asia,"13601450771,18061444860",nj_feiyue@163.com,,32.204761,119.454404,
759,DJI大疆专区SIS店(南宁古城路),Retail Store,low,南宁市青秀区古城路2-8号103铺,南宁市,广西壮族自治区,China,CN,Asia,13978809101,,,22.813361,108.342993,
760,DJI大疆授权体验店(宁波慈溪爱琴海),Retail Store,low,白沙路街道慈溪爱琴海购物公园F1层F1013铺位,宁波市,浙江省,China,CN,Asia,13819672870,906053072@qq.com,,30.195359,121.276761,
761,DJI大疆授权专卖店(台州市电子数码城店),Retail Store,low,"浙江省台州市路桥区台州电子数码城一层1E08,1E09室",台州市,浙江省,China,CN,Asia,13306570175,,,28.595995,121.37646,
762,DJI大疆授权体验店(广州太古汇),Retail Store,low,广东省广州市天河区天河路383号太古汇M08号铺,广州市,广东省,China,CN,Asia,"15374052159,020-87581489",,,23.142106,113.33086,
763,DJI大疆专区专柜(无锡百脑汇店),Retail Store,low,江苏省无锡市梁溪区人民西路25号百脑汇一楼1A11,无锡市,江苏省,China,CN,Asia,18961797576,850679476@QQ.COM,,31.5745,120.29,
764,DJI大疆专区专柜(济宁高鸿科技广场店),Retail Store,low,山东省济宁市任城区建设北路129号高鸿科技广场一楼,济宁市,山东省,China,CN,Asia,15092686000,,,35.422077,116.595673,
765,DJI大疆授权体验店(南京建邺吾悦广场),Retail Store,low,江苏省南京市建邺区汉中门大街299号南京建邺吾悦广场1层-1010号,南京市,江苏省,China,CN,Asia,17701580031,,,32.036865,118.738221,
766,DJI大疆授权体验店(江门新会万达),Retail Store,low,广东省广东省江门市新会区启超大道2号万达广场一楼1018A铺,江门市,广东省,China,CN,Asia,15521670207,812027719@qq.com,,22.51,113.05,
767,DJI大疆授权体验店(信阳西亚城),Retail Store,low,河南省信阳市平桥区行政路信阳西亚城一楼DJI大疆,信阳市,河南省,China,CN,Asia,15939677533,379069105@qq.com,,33.002728,114.028671,
768,DJI大疆授权体验店(济南高新万达),Retail Store,low,济南市历下区工业南路57号高新万达广场1F层1033号,济南市,山东省,China,CN,Asia,18653167398,,,36.685636,117.128473,
769,DJI大疆授权体验店(长沙万象城),Retail Store,low,湖南省长沙市岳麓区桐梓坡路11号长沙万象城商场一层L165铺位,长沙市,湖南省,China,CN,Asia,13755041246,liuyiliang@mc2.cn,,28.22,112.95,
